Order ID,Order Date,Customer Name,Order Status,Delivery Date,Shipment Mode,Order Value,Product Description,Project Code,Tracking ID,Customer Email,Shipping Address,Payment Status,Order Total,Tracking URL,Order Priority,Customer Rating,Product ID,Shipping Cost,Return Status,Discount Applied,Payment Method,Coupon Code,Billing Address,Gift Option,Estimated Delivery Date,Shipping Carrier,Tracking Status
QNOPGNVOH4,2023-12-10,Customer_UEBMA,Delivered,2023-12-15,Land,313.54,Product_K6QGC,LYA01,34ZKALAT,8Q3P1@example.com,"VZ2RELI3MZ Street, City, Country",Paid,865.34,www.example.com/7WLUQ,Low,3,K77YUN5H,8.06,Not Returned,Yes,Credit Card,CODE7858,"K38SK6OOR8 Street, City, Country",Yes,2023-12-20,DHL,Out for Delivery
RN51A8K1Q7,2023-12-15,Customer_ECNPY,Shipped,2023-12-20,Land,191.92,Product_LADH9,CL8HG,EZC2BDQ4,OYM6G@example.com,"41747D0417 Street, City, Country",Paid,269.27,www.example.com/D7WT1,High,5,H897SBH9,20.93,Returned,No,Bank Transfer,CODE8435,"B6R4HDXBLK Street, City, Country",Yes,2023-12-10,DHL,Delivered
BYAD1I0YKE,2023-12-10,Customer_TK07I,Delivered,2023-12-10,Air,311.1,Product_FR2CF,RKKEC,SPZ2PX58,PX41L@example.com,"U5C2LFETJ0 Street, City, Country",Paid,883.87,www.example.com/CSTAH,High,2,2S9JRV3C,39.13,Not Returned,Yes,Bank Transfer,CODE9091,"3P66OJ09P7 Street, City, Country",Yes,2023-12-15,UPS,In Transit
F1BLNFH6FS,2023-12-10,Customer_9BMZ3,Processing,2023-12-15,Sea,52.91,Product_YG55U,AQLKI,10DOZ1QB,RMPTE@example.com,"G516C8YF3H Street, City, Country",Paid,505.71,www.example.com/DNJ3K,Low,5,J24GEI5R,46.07,Not Returned,No,Credit Card,CODE9746,"9AEJTL5ULT Street, City, Country",No,2023-12-10,FedEx,Delivered
TVPASEPM3N,2023-12-01,Customer_GLCA2,Delivered,2023-12-15,Sea,136.48,Product_NO2RO,LBXKT,4C5OUNAZ,HASXY@example.com,"PDYTR0BDZX Street, City, Country",Unpaid,985.27,www.example.com/KCXRH,High,5,KK6MJ8DM,7.53,Returned,Yes,Bank Transfer,CODE4073,"TM4YVKVK5I Street, City, Country",No,2023-12-20,DHL,Out for Delivery
U8LTSPVI31,2023-12-10,Customer_4FHQC,Shipped,2023-12-20,Land,473.52,Product_7FKLX,5IBZ1,T14ELOCL,SX16U@example.com,"QR675GYAPA Street, City, Country",Paid,423.78,www.example.com/WP3HK,High,5,HXWZL4BB,34.02,Returned,Yes,PayPal,CODE4870,"YXYDZSD7PE Street, City, Country",No,2023-12-10,FedEx,Delivered
DQ4F0KH3VU,2023-12-15,Customer_BF6RY,Shipped,2023-12-20,Sea,60.41,Product_QCM0O,MJ0BK,4819ZMC0,H8KZH@example.com,"BUA1ZWMM27 Street, City, Country",Unpaid,285.16,www.example.com/DM57U,High,4,Q7Z48DAX,47.33,Not Returned,No,Bank Transfer,CODE2033,"RMNCQZLRTD Street, City, Country",No,2023-12-15,UPS,Out for Delivery
DPZG7CWJIH,2023-12-15,Customer_02RMS,Shipped,2023-12-10,Land,419.35,Product_BZ0CX,IVMM5,B8ENZ3VB,E98MG@example.com,"3H35YC08TH Street, City, Country",Paid,558.82,www.example.com/3CJGW,High,3,0EGWGWE9,45.73,Returned,Yes,Bank Transfer,CODE6673,"BJXOGLH3E5 Street, City, Country",No,2023-12-15,UPS,In Transit
RCZ7KC7OUL,2023-12-01,Customer_MXWJK,Shipped,2023-12-20,Air,265.73,Product_E9CE6,4YQNW,Y1RWX483,R88U8@example.com,"AKIVK0SRZY Street, City, Country",Paid,851.67,www.example.com/TDE3A,High,3,RMAMIG2T,12.49,Returned,No,PayPal,CODE9848,"TPNMT4Q45D Street, City, Country",Yes,2023-12-20,DHL,Delivered
QFEVLR9USU,2023-12-10,Customer_LW52B,Shipped,2023-12-20,Air,247.41,Product_1M4YE,HP4WP,ZKGP9X70,KM3T5@example.com,"PJMK1TKF42 Street, City, Country",Paid,476.64,www.example.com/DDMLL,Low,3,H4ASVPKX,30.47,Not Returned,Yes,PayPal,CODE4626,"19WLQUI3FA Street, City, Country",No,2023-12-10,UPS,In Transit
WDSXRVNM29,2023-12-10,Customer_RL64N,Delivered,2023-12-20,Sea,439.78,Product_ZGICK,IPO0S,5CEFJ7KX,VSKY1@example.com,"7OH8WQV59O Street, City, Country",Paid,500.75,www.example.com/STB92,Medium,1,7OBCRBN5,32.14,Returned,No,Bank Transfer,CODE7594,"IBV9C12Z12 Street, City, Country",Yes,2023-12-20,UPS,In Transit
79D7FF3OB0,2023-12-15,Customer_Q0JRL,Shipped,2023-12-20,Sea,394.86,Product_4HCBQ,U77N7,V7ASL2OX,K3Y4G@example.com,"OU3WS1NJF2 Street, City, Country",Unpaid,640.3,www.example.com/H016X,Medium,3,032DB8CS,47.62,Not Returned,Yes,PayPal,CODE4340,"5XE952NR4Q Street, City, Country",Yes,2023-12-15,DHL,Delivered
C3NLONHIKU,2023-12-15,Customer_90967,Processing,2023-12-10,Sea,290.42,Product_BQ225,3R2G8,L8HM2O53,8JC2D@example.com,"D48FM73K72 Street, City, Country",Paid,591.97,www.example.com/LL98Q,Medium,5,ZUTS0OI1,17.54,Returned,No,PayPal,CODE4449,"XXH1TWL43E Street, City, Country",No,2023-12-15,FedEx,Delivered
68CK70E7EJ,2023-12-15,Customer_LGHQP,Delivered,2023-12-10,Sea,432.99,Product_UGAQZ,NEEW0,5TI6A64B,VWR6X@example.com,"DBRW4VHJ6C Street, City, Country",Unpaid,426.02,www.example.com/6YJ8O,High,1,C9R2DZ38,47.52,Returned,No,Credit Card,CODE5036,"J9HWK75B8B Street, City, Country",Yes,2023-12-20,DHL,Out for Delivery
MKP6ANFO91,2023-12-15,Customer_SUVW0,Delivered,2023-12-20,Land,192.78,Product_QRZQB,00CLI,51H4Y2SS,R29CJ@example.com,"BYWS1VNMRI Street, City, Country",Paid,937.9,www.example.com/AIF64,Low,1,I5D9OQCL,23.26,Not Returned,Yes,Bank Transfer,CODE8280,"PMWLLWDOS4 Street, City, Country",Yes,2023-12-10,UPS,Out for Delivery
2YYNX4PUZU,2023-12-10,Customer_PJB3E,Processing,2023-12-20,Land,163.38,Product_Z8NM9,WY50N,2RNJRPR0,K5OPP@example.com,"8T5SN9O6O7 Street, City, Country",Paid,982.36,www.example.com/J4UTH,High,1,JFJX2OIS,10.52,Returned,No,PayPal,CODE5427,"7LKQAVKF4Y Street, City, Country",Yes,2023-12-15,DHL,In Transit
GHIRWAI6NY,2023-12-01,Customer_FD0S6,Shipped,2023-12-10,Air,56.79,Product_PU3XS,ANGNN,OBMA8GRQ,J6KZX@example.com,"DSFQ1GU2JJ Street, City, Country",Unpaid,990.65,www.example.com/MD3CQ,Medium,3,B7PU9AWI,28.33,Returned,No,PayPal,CODE9759,"2PY80ZYQ08 Street, City, Country",Yes,2023-12-15,FedEx,Delivered
UNTIU08N2O,2023-12-01,Customer_HYNZD,Shipped,2023-12-20,Sea,487.91,Product_PX8ZV,6RZXH,Z9431FG7,X6CKE@example.com,"CAEWE6MNG4 Street, City, Country",Paid,646.53,www.example.com/P7GIW,Low,3,WHC66TUJ,18.75,Not Returned,No,Credit Card,CODE8374,"8BSZJTDCOH Street, City, Country",No,2023-12-15,FedEx,Delivered
WCH3V12AVU,2023-12-15,Customer_K2FOQ,Processing,2023-12-15,Sea,247.47,Product_JVNVS,04FX6,S3BYPJKD,B95EA@example.com,"OJBSPUQQF0 Street, City, Country",Paid,353.63,www.example.com/K80QM,Medium,3,N61N1P1C,13.87,Returned,No,PayPal,CODE8938,"HTD9X1HWUP Street, City, Country",No,2023-12-15,UPS,Delivered
TK19X5TZ2I,2023-12-15,Customer_GY7C9,Delivered,2023-12-20,Sea,470.35,Product_Z3YGE,KGHV9,VKIVM25U,QHVCC@example.com,"SHO2DDZYLW Street, City, Country",Unpaid,214.17,www.example.com/L0EDV,Low,4,Y5YK8EE9,44.64,Not Returned,No,PayPal,CODE9818,"CQ7LRV8WR4 Street, City, Country",Yes,2023-12-15,UPS,Out for Delivery
K7E0M74W55,2023-12-01,Customer_PPZ7S,Processing,2023-12-10,Sea,42.09,Product_OIPAI,S1YVB,OPKNQNE6,WICPI@example.com,"1FQIOMXWIS Street, City, Country",Unpaid,118.49,www.example.com/EXVCL,High,5,WDFW7GQ0,18.53,Returned,Yes,PayPal,CODE1372,"2420TVSWS1 Street, City, Country",Yes,2023-12-15,FedEx,Delivered
LV98PQ4FUA,2023-12-15,Customer_9RSB7,Shipped,2023-12-10,Sea,361.22,Product_6YT26,25T60,W5JO06R1,MUB8D@example.com,"0JIDOQ8DGI Street, City, Country",Paid,217.93,www.example.com/UAW4Q,Low,2,YUVUTA2V,11.87,Returned,No,Bank Transfer,CODE6932,"FZJHHR3ZG6 Street, City, Country",No,2023-12-20,FedEx,Out for Delivery
1GBPKY71VB,2023-12-15,Customer_68PO3,Delivered,2023-12-15,Sea,324.61,Product_H8E5J,M6R8U,2EWANGEO,8QL7O@example.com,"FZXIMRPDAM Street, City, Country",Unpaid,483.08,www.example.com/WL7SH,High,4,T846Z6D9,11.18,Returned,No,Credit Card,CODE5102,"1QNITO8XC1 Street, City, Country",No,2023-12-10,FedEx,In Transit
PJB7GVQI1Y,2023-12-15,Customer_O5JSE,Delivered,2023-12-15,Sea,62.76,Product_LV3XJ,4MPP8,45EH6PFJ,2U6F0@example.com,"SHESWL2COF Street, City, Country",Paid,218.88,www.example.com/YL4Q3,High,2,72T5T759,5.72,Returned,No,Bank Transfer,CODE4227,"ZGT81OG6UA Street, City, Country",Yes,2023-12-20,FedEx,Delivered
FFFA0B3K76,2023-12-01,Customer_8JIVB,Delivered,2023-12-10,Sea,336.67,Product_L2U1N,JME95,OET280WA,7VR4P@example.com,"MVX997R6X5 Street, City, Country",Unpaid,128.08,www.example.com/XOH0B,Low,5,B2GHQVHV,8.69,Not Returned,Yes,Credit Card,CODE1178,"23J4LGV1DA Street, City, Country",No,2023-12-10,FedEx,In Transit
730RNEDI12,2023-12-01,Customer_XN8F7,Shipped,2023-12-20,Sea,16.55,Product_47LMI,2T99W,RBQTWBCD,FL02O@example.com,"POZU9F0R6Y Street, City, Country",Paid,436.45,www.example.com/9NS5D,High,5,DU4X8RKN,32.05,Returned,Yes,PayPal,CODE4733,"PIHFBYEF0B Street, City, Country",Yes,2023-12-15,FedEx,Delivered
HL01RWZOL2,2023-12-15,Customer_FYXTQ,Shipped,2023-12-20,Air,476.04,Product_DT6GV,LZXYZ,157VSM49,H5ZRQ@example.com,"YCB7R81RED Street, City, Country",Unpaid,346.77,www.example.com/OB1EJ,Medium,2,BE9EV9JZ,43.15,Not Returned,Yes,Bank Transfer,CODE5484,"IB4TNFA41J Street, City, Country",Yes,2023-12-10,UPS,In Transit
4OY302XU6M,2023-12-01,Customer_MSL9C,Delivered,2023-12-10,Land,54.26,Product_23OGP,RZJZ1,JUK2GCF2,T4GS5@example.com,"QPCSWCE3LZ Street, City, Country",Paid,929.86,www.example.com/35GH6,Low,2,PF0JMW62,33.82,Returned,No,Bank Transfer,CODE5214,"XH4VULBY7Z Street, City, Country",Yes,2023-12-20,DHL,Delivered
GDM8J80SOX,2023-12-10,Customer_CT76I,Shipped,2023-12-20,Land,180.83,Product_6ELA2,OFNYA,5SQRIKTL,XM42K@example.com,"A4GYHM02TX Street, City, Country",Unpaid,455.67,www.example.com/F8EIA,High,2,SB6K6SM1,40.05,Not Returned,No,Bank Transfer,CODE8267,"CY7AVEJPU0 Street, City, Country",No,2023-12-10,FedEx,Out for Delivery
L80CEC36CE,2023-12-01,Customer_0SY7T,Shipped,2023-12-10,Air,497.83,Product_LXR5A,LNTS8,BKK48JQJ,MI6R7@example.com,"AI3B618FCT Street, City, Country",Unpaid,147.35,www.example.com/GAWQS,Medium,1,8BIOPRP3,32.78,Not Returned,No,PayPal,CODE4230,"0UHYD8Z5YC Street, City, Country",No,2023-12-15,FedEx,Out for Delivery
CNVZY08WU5,2023-12-15,Customer_R2WK7,Shipped,2023-12-20,Air,368.89,Product_INSWZ,FAODW,PYD2VFCL,2K5R1@example.com,"VD0JRH56TW Street, City, Country",Paid,598.07,www.example.com/X6KEC,Low,4,CIRRRWB3,22.44,Not Returned,Yes,Bank Transfer,CODE2367,"0KNDAJ5LFC Street, City, Country",No,2023-12-10,FedEx,Delivered
B5SK8TC6BJ,2023-12-10,Customer_G4YMW,Processing,2023-12-10,Land,357.15,Product_N054D,MBDOK,LEAJ9907,0MEJV@example.com,"US8CA9E77L Street, City, Country",Unpaid,808.85,www.example.com/J6ZVS,Medium,3,Z7NH0VXT,11.59,Not Returned,No,Credit Card,CODE8249,"PZ69KAP1DH Street, City, Country",Yes,2023-12-15,FedEx,Delivered
FHJ0E3ME5C,2023-12-01,Customer_9Y4WP,Processing,2023-12-20,Land,58.7,Product_6YUQP,9X42A,ZYFY0UB9,5QN8Z@example.com,"TAC6KQ8I5D Street, City, Country",Unpaid,590.64,www.example.com/L4RV3,Low,2,Q04OCUJ4,14.38,Returned,No,Bank Transfer,CODE1723,"YA1U01D49M Street, City, Country",Yes,2023-12-20,UPS,Delivered
V5KABSGLTR,2023-12-01,Customer_79L41,Delivered,2023-12-15,Air,175.31,Product_076ZR,H3SFE,ZYTBEC7Q,42DS9@example.com,"NK7CC5SSE3 Street, City, Country",Unpaid,670.93,www.example.com/Z84L8,Low,1,7BULMHG1,37.86,Not Returned,No,Credit Card,CODE6607,"KOR9NLENEZ Street, City, Country",No,2023-12-10,DHL,In Transit
PVO5CI6MJL,2023-12-10,Customer_PJ1VU,Delivered,2023-12-10,Sea,123.12,Product_3YQP4,LPUL8,KZIQX8KA,CTLXN@example.com,"4YCPPC5HXC Street, City, Country",Unpaid,540.64,www.example.com/ZIXU7,High,5,XWQXGC1D,30.55,Returned,No,Bank Transfer,CODE9454,"M0NKZO9781 Street, City, Country",No,2023-12-20,FedEx,Out for Delivery
KBP73Y45T3,2023-12-15,Customer_EWPPQ,Shipped,2023-12-10,Sea,136.31,Product_R54XU,PQRTM,A7VXTSC1,5VUWF@example.com,"RI4X50W8L0 Street, City, Country",Unpaid,93.82,www.example.com/NRCYS,Low,5,T7I63JFC,49.73,Returned,Yes,Credit Card,CODE9761,"QA8G6UCDUB Street, City, Country",Yes,2023-12-15,FedEx,Delivered
WHS83NWIDB,2023-12-01,Customer_FJ4ZT,Delivered,2023-12-20,Air,323.71,Product_ZURMV,2903N,27UGCABR,6DU6U@example.com,"AWYZI6H7FZ Street, City, Country",Unpaid,741.77,www.example.com/G0S5H,High,2,DADDK8N5,39.51,Returned,No,Bank Transfer,CODE5222,"W7OK62HES2 Street, City, Country",Yes,2023-12-20,DHL,Delivered
NG81IU6F5O,2023-12-01,Customer_4C1H9,Delivered,2023-12-20,Air,468.85,Product_45HCK,TB43S,YG65S6K6,VI7ND@example.com,"MWWSODA1I6 Street, City, Country",Paid,108.76,www.example.com/4EABZ,High,3,GJV8OZXI,26.59,Not Returned,No,Credit Card,CODE7751,"MLKMBAFASH Street, City, Country",Yes,2023-12-15,FedEx,Delivered
UPXU8LPI17,2023-12-10,Customer_DY1LR,Processing,2023-12-20,Land,264.0,Product_EPY5S,UPWV4,B2IU6H0P,0M0N1@example.com,"XP83VMEN6W Street, City, Country",Unpaid,470.5,www.example.com/UITID,Low,4,SE39PY5M,29.78,Not Returned,Yes,Credit Card,CODE7723,"4ICK3V0UBL Street, City, Country",No,2023-12-20,FedEx,In Transit
GRJFEZEIB2,2023-12-15,Customer_OSV5C,Processing,2023-12-20,Land,22.38,Product_1OPFR,ABT87,TPS57NAQ,LC4GV@example.com,"LFPUG6PGJO Street, City, Country",Paid,191.45,www.example.com/6WKER,Low,1,QFYSYL37,22.25,Not Returned,Yes,PayPal,CODE8914,"A0PFM6WA5T Street, City, Country",No,2023-12-20,FedEx,In Transit
KZHAKGEC55,2023-12-10,Customer_LU6OC,Shipped,2023-12-20,Land,182.79,Product_C78SF,OB9WA,29XVANMI,WY86R@example.com,"PD7W0HS155 Street, City, Country",Unpaid,503.78,www.example.com/DP3SB,Medium,5,JJR21VQV,41.47,Not Returned,No,Bank Transfer,CODE7824,"7SLQXTC66W Street, City, Country",No,2023-12-15,UPS,Delivered
A778FDI0AJ,2023-12-10,Customer_F9D4Y,Shipped,2023-12-20,Land,14.21,Product_XF2FZ,0SZN9,HKXRHCL2,6BC11@example.com,"Q8OCU56D1Z Street, City, Country",Paid,634.31,www.example.com/PSI6V,Medium,4,BUL6WAFH,28.22,Returned,No,Bank Transfer,CODE4686,"ACYPZVGN5J Street, City, Country",Yes,2023-12-15,UPS,In Transit
B6JK63FOIM,2023-12-01,Customer_Q2Y79,Processing,2023-12-20,Sea,461.59,Product_6DKL8,7PFAN,OPU36P4K,Y21EY@example.com,"LR5CJI8K8W Street, City, Country",Unpaid,704.62,www.example.com/HZOWH,Low,5,9B9KJEL8,21.32,Not Returned,Yes,PayPal,CODE7281,"NJ3ZMCQPHF Street, City, Country",No,2023-12-20,FedEx,Delivered
GG4O74J922,2023-12-01,Customer_VQH0E,Shipped,2023-12-15,Land,126.04,Product_RZV3U,L8CPT,HLLQY68A,06XIU@example.com,"VC2XJ00RKZ Street, City, Country",Paid,83.36,www.example.com/QOMT5,Low,5,WKXBHRCK,40.69,Not Returned,No,Credit Card,CODE1794,"HXGV2TQGO3 Street, City, Country",Yes,2023-12-10,FedEx,In Transit
URIMCCRI5P,2023-12-15,Customer_8G5QR,Shipped,2023-12-20,Sea,143.03,Product_AM0KV,8BV6M,SOXKOSPS,KCTBR@example.com,"BLZ62CH4MV Street, City, Country",Unpaid,195.88,www.example.com/3QSCV,High,4,794ETJE4,21.72,Not Returned,Yes,Credit Card,CODE5406,"GW8BTZSVY3 Street, City, Country",No,2023-12-15,FedEx,Delivered
6INJEJ3XUW,2023-12-01,Customer_9AIL6,Shipped,2023-12-20,Sea,227.2,Product_OJCY8,EAE2H,69UX4G7H,N7H4J@example.com,"3FJFJ1S9Z5 Street, City, Country",Paid,609.45,www.example.com/D866E,Low,3,852G9MH7,14.8,Returned,No,PayPal,CODE9305,"7XHEO2IK9V Street, City, Country",Yes,2023-12-20,DHL,Delivered
C2P46PYPW7,2023-12-01,Customer_TVW1W,Shipped,2023-12-15,Sea,96.24,Product_RWQ1B,QS0CD,WV8LRYS4,D1SS2@example.com,"S9DV69OVBU Street, City, Country",Paid,292.03,www.example.com/OBSGJ,High,1,NNJTZTAY,15.18,Returned,Yes,Credit Card,CODE4221,"SPZL932BSJ Street, City, Country",No,2023-12-20,FedEx,Delivered
GO1XWMOGVI,2023-12-15,Customer_1N7FC,Processing,2023-12-10,Sea,426.82,Product_Q4C5S,K3JQ5,76P9471W,HDICO@example.com,"BT1NXKZLM4 Street, City, Country",Paid,379.32,www.example.com/M5N05,Medium,5,JNGP8V83,6.86,Returned,Yes,Credit Card,CODE1545,"0XKCD45FV0 Street, City, Country",No,2023-12-15,DHL,Out for Delivery
WE25XT2DDH,2023-12-15,Customer_WH2P5,Shipped,2023-12-20,Air,64.9,Product_V5AUK,9PNPE,G19GTT8I,LUXP2@example.com,"HEY6QX3E5L Street, City, Country",Paid,547.32,www.example.com/7XWNB,High,4,V3Z7AOF9,14.29,Not Returned,No,PayPal,CODE5874,"HKOVOFTP4Y Street, City, Country",No,2023-12-20,FedEx,Delivered
8UUVFNESWV,2023-12-15,Customer_559TI,Shipped,2023-12-10,Land,200.47,Product_NYAT3,OSO7Y,RG2FKHTV,5HTCF@example.com,"GKNGR507CW Street, City, Country",Paid,484.18,www.example.com/MV0PS,High,4,PQBVI899,18.39,Not Returned,Yes,Credit Card,CODE1680,"GFSZMONQ9Z Street, City, Country",Yes,2023-12-15,DHL,In Transit
F3XDUAIM68,2023-12-15,Customer_W3N8N,Delivered,2023-12-20,Land,149.99,Product_7MADQ,11AXE,S9PN7KS6,3KB2U@example.com,"4R1EWBDQL4 Street, City, Country",Paid,121.14,www.example.com/WLGV9,Low,1,OKWHOTMP,37.87,Not Returned,Yes,PayPal,CODE1772,"Y83LSCGV8V Street, City, Country",Yes,2023-12-15,FedEx,In Transit
N1W807T5JC,2023-12-01,Customer_SO1BF,Shipped,2023-12-15,Sea,97.06,Product_Q4A8Y,MIJHF,X3ZVGTPA,2SYTL@example.com,"3OL0S40ICM Street, City, Country",Paid,450.54,www.example.com/V3L4V,Low,5,H637OBN4,26.98,Returned,Yes,Credit Card,CODE9593,"VFK8LCD1X1 Street, City, Country",No,2023-12-10,UPS,In Transit
GN1XSTGSQF,2023-12-10,Customer_4TM1R,Processing,2023-12-10,Air,384.66,Product_ODZLR,3N9XM,U1JO7GWE,ZIBGR@example.com,"ZALSJ4THN4 Street, City, Country",Unpaid,972.99,www.example.com/HF0IA,High,4,G509G07E,35.89,Returned,No,Bank Transfer,CODE5591,"BRCBG831B0 Street, City, Country",Yes,2023-12-20,DHL,In Transit
VZDPSWUN4T,2023-12-15,Customer_Q7LZ1,Processing,2023-12-10,Sea,441.69,Product_WTQE8,ZA7DV,L6XHAAWJ,C6RNV@example.com,"GTYELMRQSY Street, City, Country",Paid,348.44,www.example.com/DZVY0,High,4,I0ATPEX3,30.75,Returned,No,Bank Transfer,CODE9211,"IGV8GS90SW Street, City, Country",No,2023-12-15,UPS,Out for Delivery
KOXUXOPLVH,2023-12-10,Customer_DE558,Delivered,2023-12-15,Air,260.61,Product_06KCG,45EQ4,7R6ML87P,LPX54@example.com,"UOR5QWTQFZ Street, City, Country",Unpaid,449.43,www.example.com/BKXRW,Medium,4,C4OFT66J,12.46,Returned,No,PayPal,CODE8068,"YDCHPWAWKW Street, City, Country",No,2023-12-15,FedEx,Out for Delivery
U4YUW2E66J,2023-12-15,Customer_CAX39,Delivered,2023-12-15,Land,284.5,Product_29SEK,3YZRH,XC0EB8HD,3DCBD@example.com,"TNF5YAQFZ1 Street, City, Country",Paid,538.09,www.example.com/UV9G0,Medium,4,BE44BLBT,41.84,Returned,Yes,Credit Card,CODE4751,"U3DAQIEG6I Street, City, Country",No,2023-12-10,UPS,Delivered
B5VMIX0MXP,2023-12-10,Customer_0NP4O,Delivered,2023-12-15,Air,127.75,Product_9XWSJ,P6O14,WCXH52PU,61YBK@example.com,"4HIJ9P7MZB Street, City, Country",Paid,582.22,www.example.com/DSVZW,High,4,UYAI1LDK,27.09,Returned,Yes,Credit Card,CODE7527,"TNA6C3FYU1 Street, City, Country",No,2023-12-15,FedEx,In Transit
FJZWQHH0CG,2023-12-15,Customer_SZ6EG,Delivered,2023-12-15,Land,456.16,Product_SYHBA,C1WUY,2ZXXOAAK,6GFXJ@example.com,"FHCRP67993 Street, City, Country",Paid,581.16,www.example.com/78PV8,High,3,OFILYR0U,23.11,Not Returned,Yes,Bank Transfer,CODE9098,"M692ZURM9S Street, City, Country",Yes,2023-12-20,FedEx,In Transit
6GQAWIG7GM,2023-12-15,Customer_ECOYM,Shipped,2023-12-10,Land,459.86,Product_HTF4Y,JJEXJ,RCLNXXMI,R1R8Q@example.com,"0441FGF8CF Street, City, Country",Unpaid,217.56,www.example.com/PGYO6,Medium,2,4A0YACIW,35.28,Returned,Yes,PayPal,CODE2182,"WJDURTKVE6 Street, City, Country",No,2023-12-20,DHL,In Transit
QOLEVLIAKF,2023-12-10,Customer_G2HJU,Shipped,2023-12-15,Air,271.27,Product_FEPUV,54M02,1HBC8TIJ,DC6UF@example.com,"SWDSGLWYXM Street, City, Country",Paid,401.72,www.example.com/KNX5E,High,3,5TRVULHD,34.7,Returned,No,Credit Card,CODE9139,"B41AM64J20 Street, City, Country",Yes,2023-12-10,DHL,Delivered
0OSA04VE7D,2023-12-15,Customer_ZYVME,Shipped,2023-12-10,Sea,174.46,Product_M8EG6,IHBOQ,E05M2S4F,X6CLX@example.com,"D3A86WDL9G Street, City, Country",Paid,803.64,www.example.com/SBEC4,Low,4,4BV46RJ8,8.17,Returned,Yes,Bank Transfer,CODE5142,"RSR2RRR0L1 Street, City, Country",No,2023-12-15,UPS,Delivered
36RD685YQW,2023-12-10,Customer_Y39GQ,Processing,2023-12-20,Air,264.5,Product_18332,KG744,AKOWGD51,EW6ZK@example.com,"JHICKT613G Street, City, Country",Unpaid,321.69,www.example.com/37FYH,High,3,Y3WT5A6L,48.83,Returned,Yes,PayPal,CODE5451,"OJ5WX37V80 Street, City, Country",Yes,2023-12-10,UPS,Out for Delivery
LPGL8AWLGN,2023-12-15,Customer_HI3D4,Shipped,2023-12-15,Air,446.74,Product_7W2J6,1BARD,E4PL0EX6,S8GJV@example.com,"YXFSJ7ES3T Street, City, Country",Paid,638.9,www.example.com/2RCDE,Low,4,CXBHYXE3,7.67,Not Returned,Yes,Credit Card,CODE5814,"7J0QBB2M1R Street, City, Country",Yes,2023-12-15,UPS,Delivered
USPWWQZZJK,2023-12-01,Customer_8X6NL,Processing,2023-12-15,Sea,160.21,Product_ZXAMM,LG4IW,EZ7NOLGC,47D4J@example.com,"IJWK75RJGZ Street, City, Country",Paid,845.44,www.example.com/BPY6B,Low,2,Q76NE7T8,12.54,Returned,Yes,Credit Card,CODE4529,"MWXIYS7IR1 Street, City, Country",No,2023-12-20,DHL,Delivered
T35WYKURK0,2023-12-15,Customer_TIR4P,Shipped,2023-12-15,Land,264.1,Product_7PCD9,Y7G3V,LPU46O85,O03VV@example.com,"91FOAHHU2O Street, City, Country",Paid,978.58,www.example.com/67SIH,Medium,2,M5MJHUNR,11.96,Not Returned,Yes,PayPal,CODE6475,"RUE8TIXNII Street, City, Country",No,2023-12-15,UPS,Out for Delivery
6OR5YTNA25,2023-12-10,Customer_QA681,Delivered,2023-12-20,Sea,45.74,Product_P0B2F,ANYVA,4Z1GV91L,ZOOC3@example.com,"A8GUZ531AI Street, City, Country",Unpaid,553.7,www.example.com/7H0Y8,Medium,1,L5E4X8PV,41.31,Returned,Yes,PayPal,CODE5028,"9DPJJ44T6G Street, City, Country",Yes,2023-12-20,DHL,In Transit
NYVG4C6WIV,2023-12-01,Customer_Q0ZH7,Delivered,2023-12-10,Air,290.43,Product_9QTY5,6576O,5VEKBOLG,0LHE6@example.com,"YAOP3CJ968 Street, City, Country",Unpaid,76.55,www.example.com/GGYJ5,High,4,VNWKOTVG,6.25,Returned,Yes,Bank Transfer,CODE2270,"05V5K043DN Street, City, Country",No,2023-12-10,UPS,Out for Delivery
ZDM759I58E,2023-12-10,Customer_7SLWJ,Processing,2023-12-10,Air,23.02,Product_TOZML,XIHLA,RSQG92LG,W8IDR@example.com,"PRHE2ANN6A Street, City, Country",Unpaid,91.21,www.example.com/HPKOB,Medium,1,GNNNXLCO,17.38,Returned,Yes,Credit Card,CODE1254,"4MVJAPV9CT Street, City, Country",Yes,2023-12-15,FedEx,Out for Delivery
S2VUZTX7LP,2023-12-15,Customer_SXGC3,Shipped,2023-12-20,Sea,229.59,Product_SE2NM,DO5I0,UUU1A1IV,EECGM@example.com,"ALRHWCTWJ5 Street, City, Country",Unpaid,971.4,www.example.com/ZA2AJ,Medium,1,KJTRYN2X,21.73,Not Returned,No,Bank Transfer,CODE2231,"T61T7XEC31 Street, City, Country",Yes,2023-12-10,UPS,Out for Delivery
BRCZ3FNSKE,2023-12-10,Customer_QVF37,Shipped,2023-12-10,Land,103.19,Product_NIKIK,3LRF6,DBSIUDXC,QKWG1@example.com,"I1MPRKSFWX Street, City, Country",Unpaid,325.58,www.example.com/8OJ3Y,Low,4,C2BFKZ50,18.1,Not Returned,Yes,Credit Card,CODE8204,"UFMIHZ23ZH Street, City, Country",No,2023-12-15,UPS,Delivered
