Order ID,Tracking ID,Shipment Mode,Shipping Address,Customer Email,Delivery Date,Order Value,Product Description,Shipment Status,Order Total,Tracking URL,Product ID,Return Status,Estimated Delivery Date,Delivery Time Window,Shipping Carrier,Customs Clearance Status,Tracking Events,Shipment Cost
A778FDI0AJ,SFS75X15,Sea,"I7W5KJXHER Street, City, Country",1JMI8@example.com,2023-12-15,457.8,Product_D06UT,Delivered,812.49,www.example.com/PJSY4,OZIGQ64J,Not Returned,2023-12-20,11:00 - 16:00,UPS,Pending,Event_KZ9DF,32.71
B6JK63FOIM,NZBJ49Y6,Land,"BX2JZUFZPY Street, City, Country",DJXK6@example.com,2023-12-20,252.81,Product_5H744,In Transit,613.37,www.example.com/28M1I,GF0F9YXI,Not Returned,2023-12-10,12:00 - 12:00,FedEx,Pending,Event_MWOY1,37.27
GG4O74J922,IKKL9PPI,Land,"Y4WXX3Y7BL Street, City, Country",F072S@example.com,2023-12-15,391.41,Product_TOPEM,Shipped,574.16,www.example.com/4ACTC,64LUWDFO,Not Returned,2023-12-10,11:00 - 14:00,FedEx,Cleared,Event_5FJZH,30.54
URIMCCRI5P,WBTI1YDY,Air,"A2J0N835MG Street, City, Country",P11UE@example.com,2023-12-10,497.98,Product_57CO7,Delivered,130.68,www.example.com/X7OGS,K6LYK36F,Returned,2023-12-20,9:00 - 13:00,DHL,Cleared,Event_5JDWL,13.62
6INJEJ3XUW,HHPQMP58,Sea,"QHFUOB3PP0 Street, City, Country",1UNYB@example.com,2023-12-20,463.0,Product_Y62DR,Shipped,759.69,www.example.com/JHFRM,XDTF3JNV,Returned,2023-12-20,9:00 - 14:00,UPS,Pending,Event_7QCBS,21.42
C2P46PYPW7,UMGZ1IK6,Air,"X7T39TUHKF Street, City, Country",N5GV2@example.com,2023-12-10,424.74,Product_8V6HV,Shipped,198.47,www.example.com/B8SV5,XRATOGZ5,Not Returned,2023-12-15,11:00 - 12:00,UPS,Pending,Event_6PXU5,36.04
GO1XWMOGVI,W5RBTEHX,Land,"CBKVHTBNXA Street, City, Country",G0G42@example.com,2023-12-15,99.19,Product_SF74O,Shipped,365.24,www.example.com/FU8FC,RPYYG5XO,Returned,2023-12-20,8:00 - 16:00,UPS,Cleared,Event_TEO9G,27.34
WE25XT2DDH,H692FH00,Land,"5ZF76WLD5O Street, City, Country",49XN5@example.com,2023-12-10,331.2,Product_8MJQ1,In Transit,913.56,www.example.com/AS4M7,1S7RQ11Q,Not Returned,2023-12-10,11:00 - 12:00,FedEx,Pending,Event_WZIOV,16.12
8UUVFNESWV,9MRGJCZ9,Sea,"XZF4QUHFLB Street, City, Country",RJHIJ@example.com,2023-12-15,270.96,Product_GAQS1,In Transit,482.41,www.example.com/JLWDG,PE66T5GM,Returned,2023-12-10,12:00 - 14:00,DHL,Cleared,Event_3Y7OH,19.42
F3XDUAIM68,NN7P9RJZ,Sea,"R7OY2A9ZGH Street, City, Country",DWMPP@example.com,2023-12-10,185.27,Product_XOCAQ,Delivered,508.9,www.example.com/ISCWZ,0XSOLPJ8,Returned,2023-12-10,9:00 - 17:00,FedEx,Pending,Event_L32XD,10.55
N1W807T5JC,SC37L3KC,Land,"92Z9ZWMDNF Street, City, Country",W4QUT@example.com,2023-12-10,242.82,Product_L1G2Y,In Transit,580.81,www.example.com/Y2JA8,XVV4IO1E,Returned,2023-12-20,10:00 - 14:00,DHL,Cleared,Event_MIRL2,33.56
GN1XSTGSQF,T1QCN13D,Land,"GVSL7SWIV3 Street, City, Country",BDL7W@example.com,2023-12-20,325.09,Product_DL7AW,Shipped,390.89,www.example.com/JEN87,OR9M2KHB,Not Returned,2023-12-20,11:00 - 13:00,FedEx,Cleared,Event_RGMGS,17.42
VZDPSWUN4T,8JZLWKLF,Air,"E3SKXPYDWK Street, City, Country",XYFEV@example.com,2023-12-10,254.25,Product_47TJC,In Transit,330.23,www.example.com/10QT3,FD3CR3EO,Not Returned,2023-12-10,9:00 - 13:00,DHL,Pending,Event_B8IR7,32.36
KOXUXOPLVH,W0YC5XDK,Air,"KZMPZNKSWQ Street, City, Country",OU5AY@example.com,2023-12-15,425.23,Product_DKK0G,Shipped,328.65,www.example.com/VPQJF,UWZ4C7Z3,Returned,2023-12-20,8:00 - 16:00,UPS,Pending,Event_PD9S1,42.8
U4YUW2E66J,8TD75RCY,Land,"XFRPUC7GMY Street, City, Country",G393A@example.com,2023-12-15,240.72,Product_V5D8Z,In Transit,291.79,www.example.com/8VFL6,1H19R5E6,Not Returned,2023-12-10,12:00 - 13:00,UPS,Cleared,Event_1WJJH,33.55
B5VMIX0MXP,ZR0YQTBX,Air,"IKJ0ZUUWK6 Street, City, Country",BEZQY@example.com,2023-12-15,57.2,Product_9QNTO,Delivered,761.05,www.example.com/GHV5U,PID57DIS,Not Returned,2023-12-20,11:00 - 13:00,DHL,Pending,Event_GAFWY,17.15
FJZWQHH0CG,HT039ZYY,Air,"K7284KZI9P Street, City, Country",3KUAL@example.com,2023-12-10,388.75,Product_HS7SK,Delivered,615.92,www.example.com/TQ5KN,J9TB23Z4,Not Returned,2023-12-10,9:00 - 16:00,UPS,Pending,Event_KJ3D0,29.92
6GQAWIG7GM,UIK8BBD4,Air,"UWEK4XHMHK Street, City, Country",000FK@example.com,2023-12-20,368.59,Product_7MI04,In Transit,971.35,www.example.com/HXAYC,AM9WWC4W,Not Returned,2023-12-15,12:00 - 14:00,DHL,Cleared,Event_TEBH1,15.01
QOLEVLIAKF,WUVAQUO3,Sea,"SZGV7R44CS Street, City, Country",M4FLE@example.com,2023-12-20,265.71,Product_9QDUT,Delivered,353.81,www.example.com/S445F,A8ZQJAE3,Returned,2023-12-20,8:00 - 17:00,FedEx,Pending,Event_VIUL3,33.98
0OSA04VE7D,CFUN9OV0,Sea,"0MHDYA4OGE Street, City, Country",O748B@example.com,2023-12-15,124.85,Product_XCCB5,Delivered,633.77,www.example.com/AN0SV,RUVNYIMM,Returned,2023-12-15,9:00 - 15:00,UPS,Cleared,Event_72OZ5,21.81
36RD685YQW,QZV7WV6F,Land,"2S7F9DQILR Street, City, Country",RBH9O@example.com,2023-12-15,50.23,Product_N7831,In Transit,768.4,www.example.com/E0ZYE,P54J2RGJ,Not Returned,2023-12-15,10:00 - 12:00,DHL,Cleared,Event_PHIT5,23.03
LPGL8AWLGN,GWUFAZZC,Sea,"9PU6GA3Y1R Street, City, Country",3533U@example.com,2023-12-15,410.68,Product_7T4C3,In Transit,550.22,www.example.com/7HT0Q,DUO7QKD6,Not Returned,2023-12-15,9:00 - 13:00,FedEx,Pending,Event_SCH5G,22.0
USPWWQZZJK,8T1P3ESD,Sea,"TUMR0AZ2SE Street, City, Country",ZPJQA@example.com,2023-12-15,362.13,Product_Q5VGU,Shipped,944.87,www.example.com/Q7JRA,YS4X574Y,Returned,2023-12-15,8:00 - 16:00,UPS,Pending,Event_8SDJM,16.1
T35WYKURK0,9KAFG66B,Air,"ZGFTP1Z3W1 Street, City, Country",0KDC5@example.com,2023-12-15,441.91,Product_ZN2FH,In Transit,640.27,www.example.com/T5B90,FOBWCDBQ,Returned,2023-12-10,11:00 - 17:00,FedEx,Cleared,Event_95EA2,24.04
6OR5YTNA25,S9G4QVWE,Sea,"05XZ8MEIWT Street, City, Country",F1X1X@example.com,2023-12-15,152.36,Product_WP814,Delivered,180.55,www.example.com/IO0OI,T6RBT3ZJ,Not Returned,2023-12-15,8:00 - 13:00,DHL,Pending,Event_7SVKY,35.68
NYVG4C6WIV,A9YXR118,Land,"XYJUR30BU0 Street, City, Country",JBS0R@example.com,2023-12-10,303.05,Product_3TQPY,Shipped,51.4,www.example.com/L4FGF,CYA58CYX,Not Returned,2023-12-20,12:00 - 15:00,DHL,Cleared,Event_KU8ZR,38.58
ZDM759I58E,O4OGURXL,Sea,"ODOF87KILA Street, City, Country",C5WAG@example.com,2023-12-15,257.13,Product_WZD66,Shipped,685.55,www.example.com/GJ82M,BXWXX7BB,Returned,2023-12-20,12:00 - 17:00,FedEx,Cleared,Event_83XPB,46.49
S2VUZTX7LP,FRRDC6DS,Land,"3ZYWI47G3X Street, City, Country",BPU6Y@example.com,2023-12-20,254.86,Product_U9W12,Delivered,331.56,www.example.com/G9WYF,O9RIO1HG,Not Returned,2023-12-15,11:00 - 12:00,UPS,Pending,Event_YNP0X,34.5
BRCZ3FNSKE,67LI0TBY,Sea,"QAA1QBOK1H Street, City, Country",5C9HF@example.com,2023-12-15,59.77,Product_ZCW29,Shipped,189.89,www.example.com/73HJ5,EOEVBHKW,Not Returned,2023-12-15,12:00 - 14:00,FedEx,Pending,Event_OKP9S,46.53
Q7UH58RCAO,13GYRLJ3,Land,"MNJ3L8IBYD Street, City, Country",FEW8K@example.com,2023-12-10,243.52,Product_2Q2E9,In Transit,268.11,www.example.com/J8ZR1,77XFNBMN,Returned,2023-12-10,10:00 - 14:00,FedEx,Cleared,Event_UATWP,26.94
G3ACYVXM2I,G2S3R8BG,Land,"ESWPE4U4VZ Street, City, Country",DOIKC@example.com,2023-12-15,56.8,Product_HNZ37,Shipped,154.53,www.example.com/BH99E,48SHILFD,Not Returned,2023-12-15,10:00 - 13:00,FedEx,Pending,Event_RF1D9,44.07
3OVQ52DO14,M1TOAAYQ,Land,"O8MWGOT3E9 Street, City, Country",5TH9P@example.com,2023-12-20,399.59,Product_WGJFE,Delivered,101.69,www.example.com/BHYRP,B3RL7SK0,Not Returned,2023-12-20,8:00 - 15:00,FedEx,Cleared,Event_REEZR,31.82
P7GNK5QJ7B,VNCP0LTR,Land,"HW15XZOEMA Street, City, Country",LZLUG@example.com,2023-12-15,132.63,Product_ZDD89,Shipped,404.52,www.example.com/DTJH2,VANA2HTL,Not Returned,2023-12-10,12:00 - 12:00,UPS,Cleared,Event_KHX9X,47.71
SZ1Q3KGI4X,F3681T41,Sea,"WQVB90DFER Street, City, Country",EPVZC@example.com,2023-12-10,200.87,Product_5DICG,Delivered,79.8,www.example.com/ZPEXE,9NB0TPVK,Returned,2023-12-20,12:00 - 12:00,FedEx,Pending,Event_KQV8M,28.72
ERGWUOA8F2,OUEQLX1B,Land,"EH22DYI2YN Street, City, Country",COPWY@example.com,2023-12-15,79.13,Product_N48II,Delivered,147.8,www.example.com/UUXP3,TW9B0F3R,Returned,2023-12-15,9:00 - 14:00,DHL,Pending,Event_QJ9KI,40.19
4ANF5TUNLS,ZHN45VNU,Land,"ZFP2HJNQ3I Street, City, Country",7CXV5@example.com,2023-12-20,86.64,Product_WPFO7,Shipped,569.58,www.example.com/KSVJT,ZK7GPWG2,Returned,2023-12-15,12:00 - 15:00,FedEx,Pending,Event_LODUO,33.23
NCLGAWCV4O,16J3IXRB,Land,"QH42PLHX9V Street, City, Country",VX1C6@example.com,2023-12-20,348.32,Product_ZDXYX,Delivered,964.59,www.example.com/EQ2VU,EKHMLCO9,Returned,2023-12-10,10:00 - 15:00,FedEx,Pending,Event_A435H,44.01
26I6QFDAHQ,2V1G7L9N,Air,"YP482QRVT4 Street, City, Country",1ALW9@example.com,2023-12-10,349.99,Product_6LIMW,In Transit,764.69,www.example.com/BEKWY,AIKTHVYU,Returned,2023-12-20,11:00 - 17:00,UPS,Cleared,Event_IZHNE,24.32
F27RP8PHPU,PD0PP9BR,Air,"HLW4ZK2W2D Street, City, Country",USVVM@example.com,2023-12-15,445.11,Product_T80J1,Delivered,405.13,www.example.com/KV6C7,KZN37FRO,Returned,2023-12-20,11:00 - 17:00,UPS,Cleared,Event_4QDMP,11.04
9XFSGY7CUT,RO7ICH85,Air,"571U8CXVKJ Street, City, Country",AJ54D@example.com,2023-12-20,170.67,Product_AAKPQ,Delivered,809.54,www.example.com/CH89V,FJITSYUU,Not Returned,2023-12-10,11:00 - 14:00,DHL,Pending,Event_67EZM,43.57
6BT623D7D8,KOLBZ6ON,Land,"CGIMCTCABR Street, City, Country",DW968@example.com,2023-12-10,392.36,Product_9YIRX,Shipped,884.03,www.example.com/61S7I,JZDTMANG,Not Returned,2023-12-20,12:00 - 13:00,UPS,Pending,Event_CK7VC,12.45
X08R6NC134,78L427LY,Air,"BB37EGV9KZ Street, City, Country",R8GAP@example.com,2023-12-10,74.92,Product_4YWV0,Delivered,274.96,www.example.com/S8MYT,46H59UWI,Not Returned,2023-12-10,10:00 - 13:00,DHL,Cleared,Event_QYCNJ,42.83
N4CTFHT9EM,VBGU31HS,Sea,"3JW7119FFQ Street, City, Country",1GXB4@example.com,2023-12-15,341.91,Product_4CB24,Shipped,977.23,www.example.com/65A9D,OILKO8Q6,Not Returned,2023-12-15,10:00 - 15:00,UPS,Cleared,Event_50FIR,49.63
2TJ63VE23B,YNBGLNNO,Sea,"VNYN8BM5B3 Street, City, Country",NNU0G@example.com,2023-12-15,253.66,Product_OW2GX,In Transit,277.28,www.example.com/CFV9V,TPO6RGWZ,Returned,2023-12-20,9:00 - 13:00,UPS,Pending,Event_2IU2Q,35.67
SJMBM70EQ6,VVWO9E8Z,Sea,"DLD8FHVAPN Street, City, Country",KJJ0C@example.com,2023-12-15,213.23,Product_J8GNY,Delivered,410.51,www.example.com/30SGL,87O8CZ35,Returned,2023-12-15,8:00 - 15:00,FedEx,Pending,Event_53ITE,36.41
0O0NTXLOUN,FLABFPU6,Sea,"E98NZZYHIL Street, City, Country",011SS@example.com,2023-12-10,145.22,Product_6C8AV,In Transit,598.29,www.example.com/INW16,MKQWE2X5,Not Returned,2023-12-10,10:00 - 13:00,FedEx,Pending,Event_5IRYZ,31.55
MYA1W33D81,IC4W0G6F,Land,"0R4UQJ4LKI Street, City, Country",T22YN@example.com,2023-12-15,356.52,Product_UKYAW,Delivered,403.98,www.example.com/C6WWU,XQUDMQ9K,Returned,2023-12-20,11:00 - 16:00,DHL,Pending,Event_8JKFO,17.43
ZDLQS93TCC,Z0WONUGB,Air,"GDGN92X9GK Street, City, Country",YQOBS@example.com,2023-12-15,122.61,Product_7OF06,Shipped,667.11,www.example.com/FKTIA,YP25DE3C,Returned,2023-12-20,11:00 - 15:00,FedEx,Pending,Event_44HV8,25.29
PWP2Y24835,UQXFJLLK,Sea,"URI270K0OT Street, City, Country",YB901@example.com,2023-12-15,186.93,Product_QNFRH,Delivered,655.76,www.example.com/YCHQE,VZUB92P4,Not Returned,2023-12-20,9:00 - 16:00,DHL,Pending,Event_C233R,43.95
S679DWYOL4,O73AJV1M,Air,"29AWNCL15G Street, City, Country",O2M9A@example.com,2023-12-10,391.38,Product_LJ5K9,Shipped,627.64,www.example.com/J4QWW,3RWQ8ENG,Returned,2023-12-10,9:00 - 15:00,FedEx,Cleared,Event_LWGND,42.07
W1B7QVP5KB,ZNROHPS0,Land,"RLNGBBLHNE Street, City, Country",CNZNT@example.com,2023-12-15,231.64,Product_LSR35,Shipped,323.34,www.example.com/2WFQ7,7FDUF74F,Not Returned,2023-12-20,9:00 - 14:00,UPS,Cleared,Event_D5TI0,41.02
C0ASOV1VP9,19BYGD21,Land,"K27YLI557G Street, City, Country",OGMOZ@example.com,2023-12-15,53.71,Product_ATX8X,In Transit,926.14,www.example.com/RV4XK,T5JV5HF6,Returned,2023-12-15,9:00 - 15:00,DHL,Pending,Event_Y508L,28.91
NRW7N62WF3,BWMQUDTW,Air,"354HVXGQMC Street, City, Country",XUD0B@example.com,2023-12-10,230.69,Product_8A96V,Shipped,701.32,www.example.com/RJ7CA,4KDO0BHG,Returned,2023-12-15,9:00 - 14:00,UPS,Cleared,Event_RS8O5,13.1
4K80NOYXFL,7K99UBT0,Air,"DRZBSO8RWY Street, City, Country",1MCTR@example.com,2023-12-10,260.3,Product_KESNT,In Transit,527.3,www.example.com/8SFCQ,VNBDT7MZ,Not Returned,2023-12-10,9:00 - 17:00,UPS,Pending,Event_DBJWA,26.72
F43JFBE98G,D1CVCT4L,Air,"7JL0SER328 Street, City, Country",G4HN1@example.com,2023-12-20,261.95,Product_CEQGQ,Delivered,961.91,www.example.com/7CTNU,574B4VO7,Not Returned,2023-12-20,11:00 - 12:00,FedEx,Cleared,Event_98D42,47.25
TCXMI0VE5N,FYTE9DRY,Land,"L8X0YCDVCE Street, City, Country",RE2DG@example.com,2023-12-10,449.72,Product_DU1DS,Delivered,831.36,www.example.com/HK4FP,C9NKQFQ7,Returned,2023-12-15,10:00 - 13:00,DHL,Pending,Event_NUI2B,46.42
9B0BDDX33X,ZBMRNZZT,Air,"OUAQBG6XU3 Street, City, Country",31WCD@example.com,2023-12-15,480.43,Product_TINAB,Delivered,916.84,www.example.com/RM7AG,EW8ZLBJ8,Not Returned,2023-12-20,11:00 - 17:00,UPS,Pending,Event_N9O58,27.57
GBMKMM2WU9,9M974TE2,Air,"WSA7WJFDPI Street, City, Country",8JZT9@example.com,2023-12-15,142.82,Product_M9UEI,Delivered,248.67,www.example.com/IA1UK,UVLFVXEQ,Returned,2023-12-10,9:00 - 16:00,DHL,Pending,Event_ZM8UP,33.81
UTMBMO8YP0,305GSGIJ,Air,"KTSI7R3YBQ Street, City, Country",ABSPB@example.com,2023-12-20,68.49,Product_CHGHD,Delivered,673.1,www.example.com/GHRCM,CP7NLUI1,Not Returned,2023-12-20,12:00 - 15:00,DHL,Cleared,Event_BXBBE,17.28
VJBGHI7DX7,AONWW46E,Sea,"W5N26DZN0C Street, City, Country",L0I2K@example.com,2023-12-10,266.4,Product_1S7X2,In Transit,221.86,www.example.com/NYSNC,1YTSY9NH,Returned,2023-12-10,9:00 - 17:00,FedEx,Pending,Event_21FNW,34.97
DS92QAXTUF,BLLWYDVG,Sea,"Z3ZNC3BH8W Street, City, Country",NFQ1I@example.com,2023-12-10,153.51,Product_Y9SHX,Shipped,349.15,www.example.com/7TTPI,8TA9FYUS,Not Returned,2023-12-20,12:00 - 14:00,FedEx,Pending,Event_5WSHZ,33.82
0MEVJJMIQ9,QJ1JX1G5,Air,"FLBZYE0GO0 Street, City, Country",YMRQA@example.com,2023-12-15,126.02,Product_NE56L,Shipped,565.97,www.example.com/KCLQC,SBIXIHJC,Returned,2023-12-20,11:00 - 15:00,FedEx,Cleared,Event_C1887,29.49
VW5DEY15ZP,QL38R2FN,Sea,"ENN1VUD4ZF Street, City, Country",N1XE4@example.com,2023-12-15,162.02,Product_24PPZ,Delivered,229.06,www.example.com/FFRJ2,HGUT0490,Not Returned,2023-12-15,8:00 - 15:00,DHL,Pending,Event_O5Q8N,29.63
GHRCLB7E3J,RQ2XB9TQ,Air,"UZ7S2LHZLN Street, City, Country",NUSST@example.com,2023-12-10,169.87,Product_NP6U1,Shipped,799.61,www.example.com/EKT76,P57WRUI7,Not Returned,2023-12-10,9:00 - 13:00,UPS,Cleared,Event_569ZH,49.85
AT5IB9SH39,MCFAJU18,Sea,"FMQLTD53U4 Street, City, Country",KJ5D7@example.com,2023-12-15,313.22,Product_J4DM2,Shipped,873.97,www.example.com/R56H7,FBMTM272,Not Returned,2023-12-15,12:00 - 17:00,DHL,Cleared,Event_UOT5A,41.24
G4P4WGNNSK,IRZNC1GA,Air,"70S9JCLICU Street, City, Country",JBDOL@example.com,2023-12-20,62.08,Product_YX03Z,Shipped,457.37,www.example.com/KUZYC,GO8J9BVR,Returned,2023-12-10,8:00 - 17:00,UPS,Cleared,Event_BI4QE,37.88
AFVR979440,PIYBMZ4C,Land,"1LKKAH1XU2 Street, City, Country",AR3YC@example.com,2023-12-15,141.32,Product_1FL4C,Shipped,404.29,www.example.com/RQQO3,E6OQRSIZ,Not Returned,2023-12-15,9:00 - 12:00,DHL,Pending,Event_RGPCG,18.21
VT8XVKGE3G,YV2WI6XO,Air,"GYB67R8MGH Street, City, Country",LXIK9@example.com,2023-12-15,135.04,Product_C8LW5,In Transit,600.59,www.example.com/Q9YN0,JL487PBK,Not Returned,2023-12-10,11:00 - 16:00,FedEx,Pending,Event_RNO5K,23.12
30QL0S2IDY,P6RFCA9C,Air,"BIKC3S98EU Street, City, Country",8J0PS@example.com,2023-12-15,370.61,Product_AFNJ2,In Transit,273.51,www.example.com/7AWSQ,GQDS6NQZ,Returned,2023-12-15,12:00 - 13:00,DHL,Pending,Event_3V0XA,39.14
SFEDRWXMQO,G2608T1P,Sea,"B64RBONR14 Street, City, Country",ZVMEJ@example.com,2023-12-10,73.2,Product_708US,Delivered,339.12,www.example.com/LUJMM,4GVYGCD8,Returned,2023-12-20,10:00 - 15:00,UPS,Pending,Event_871YF,14.15
HILCXAQGBY,DOY5C244,Sea,"7Q6QFM7AGY Street, City, Country",1FYZF@example.com,2023-12-10,317.05,Product_XKGIG,Delivered,916.54,www.example.com/SFUM8,5PSMUQU6,Not Returned,2023-12-15,9:00 - 17:00,DHL,Cleared,Event_6YDLW,42.6
H4CGIFXBEX,9SXJI9B3,Land,"ALEQVG6WDA Street, City, Country",QDL5C@example.com,2023-12-20,451.47,Product_GT9V7,In Transit,581.32,www.example.com/IL4OL,N6R2XLZK,Returned,2023-12-10,12:00 - 17:00,DHL,Cleared,Event_ZLFG6,48.08
TMKC8WXZGS,88EW2224,Sea,"WSEJ2YFCE2 Street, City, Country",QBAI4@example.com,2023-12-20,268.7,Product_TUUX0,In Transit,832.81,www.example.com/V3I1K,IRDEOEEV,Not Returned,2023-12-15,8:00 - 17:00,FedEx,Cleared,Event_D10AN,13.91
0U0ZHI3CQK,0S3LXN7Z,Sea,"UHM7Q4128U Street, City, Country",W8QY3@example.com,2023-12-15,393.7,Product_D2VIU,Delivered,527.9,www.example.com/OSLAY,SBG8Q3PQ,Returned,2023-12-15,8:00 - 17:00,FedEx,Pending,Event_AH8HU,15.74
7ZKJ6KP0CC,N895ULJH,Air,"EPH5ED4AJG Street, City, Country",JVP0A@example.com,2023-12-20,345.08,Product_N785N,In Transit,177.0,www.example.com/6TGTZ,2P0KB4X1,Not Returned,2023-12-10,8:00 - 15:00,UPS,Pending,Event_7FQH1,23.49
LR3B5L38AG,I1DLRGQS,Air,"RIAFQ1MKBY Street, City, Country",0KTAV@example.com,2023-12-10,233.71,Product_3VSXU,Shipped,306.39,www.example.com/A2FKG,N30GMUN5,Not Returned,2023-12-10,8:00 - 14:00,FedEx,Cleared,Event_5JJ68,42.74
DKGGFORWGK,950MAY6O,Air,"56PWSII4T2 Street, City, Country",PJA7F@example.com,2023-12-15,154.47,Product_YZKWT,Shipped,711.61,www.example.com/M997H,IG7HGNBR,Not Returned,2023-12-20,8:00 - 16:00,UPS,Cleared,Event_CTQH0,11.23
J2VQ0UCD40,CX8VKTAM,Sea,"CJPDRL3UGT Street, City, Country",Z3280@example.com,2023-12-15,195.21,Product_FANXJ,In Transit,857.43,www.example.com/GB1FJ,1EILPTBF,Returned,2023-12-10,11:00 - 15:00,FedEx,Pending,Event_RMC5T,42.99
NIFH4PEFVO,0U3DSSJF,Land,"JJI7MB761I Street, City, Country",IH19N@example.com,2023-12-20,122.13,Product_HUHCX,Delivered,999.72,www.example.com/49KID,UUMHR3BZ,Returned,2023-12-20,12:00 - 15:00,UPS,Cleared,Event_IGYHT,19.18
U7KBPRU9J0,93JAG2L8,Air,"TI9YJKKJUH Street, City, Country",KDZQE@example.com,2023-12-15,251.17,Product_CCDA0,Delivered,161.65,www.example.com/ZDSWH,6990M06G,Returned,2023-12-15,10:00 - 16:00,UPS,Cleared,Event_CGZKL,10.52
IU8DO9503E,6S4OUOQF,Land,"BFVVU28FNZ Street, City, Country",XJRP7@example.com,2023-12-20,279.26,Product_2N61X,Shipped,557.19,www.example.com/7C67I,QN3NWRDM,Returned,2023-12-10,8:00 - 14:00,FedEx,Cleared,Event_FGP7W,21.37
OIW1LODYMQ,PZCSPGLZ,Air,"QLAASOCYEA Street, City, Country",2T4XL@example.com,2023-12-15,156.8,Product_XS2HV,Shipped,980.96,www.example.com/R26OY,50PPWRVD,Not Returned,2023-12-10,12:00 - 13:00,DHL,Cleared,Event_7M77L,29.16
OE5L6D3N3C,UPPP7KGM,Air,"R8TF4FW27X Street, City, Country",FK840@example.com,2023-12-20,314.56,Product_63QH7,Shipped,428.22,www.example.com/PDHJQ,USVM91US,Returned,2023-12-15,10:00 - 15:00,FedEx,Pending,Event_GPKY4,31.13
9V0UY7POA0,2FCQHEWM,Air,"B77H5ZVKXV Street, City, Country",8HMDL@example.com,2023-12-20,475.75,Product_2X4YS,In Transit,514.94,www.example.com/FOI7J,DYVXAWZU,Not Returned,2023-12-15,12:00 - 14:00,UPS,Cleared,Event_FGOY0,21.1
64NIUEZLJT,TMXQ93Z8,Air,"1GT9M8DMDN Street, City, Country",JBLDX@example.com,2023-12-20,477.53,Product_W4A9R,In Transit,760.11,www.example.com/T2IU9,H3WJU9UK,Not Returned,2023-12-20,9:00 - 13:00,DHL,Pending,Event_IC2XO,41.45
7YI248IFUH,EHPB09YG,Air,"4M3ZOJ1C5W Street, City, Country",7YL7T@example.com,2023-12-15,276.0,Product_G5AE8,Shipped,989.98,www.example.com/XQCCM,W90D9OQE,Returned,2023-12-10,9:00 - 14:00,DHL,Cleared,Event_MPT46,21.8
UGNXY1BYDE,7WC9DXTH,Land,"T5LI5TVU4A Street, City, Country",SOK79@example.com,2023-12-20,177.59,Product_WE5X8,In Transit,586.7,www.example.com/LHADD,N9P5WK7H,Not Returned,2023-12-15,11:00 - 12:00,UPS,Pending,Event_M7ZHW,24.92
BTYBXA23ZY,F8EKZ95K,Land,"J2ET2B9M40 Street, City, Country",QNUDM@example.com,2023-12-10,446.84,Product_4HHO2,In Transit,440.97,www.example.com/NB1QR,NY4UNFK5,Returned,2023-12-15,12:00 - 13:00,FedEx,Pending,Event_L51BV,14.43
0WBH3PUD2A,TCI2I7DJ,Air,"RMM53L1V72 Street, City, Country",T87E0@example.com,2023-12-20,380.1,Product_ZWSD1,Delivered,716.59,www.example.com/Q764C,GYO1CL86,Not Returned,2023-12-15,12:00 - 15:00,FedEx,Cleared,Event_EH2GK,42.37
GUOF9SUGFE,GKLS0E9Y,Land,"LMYZ6F22E9 Street, City, Country",QFSTU@example.com,2023-12-20,253.02,Product_DZ61K,Shipped,834.28,www.example.com/W22D5,ZWLHRHY7,Not Returned,2023-12-15,10:00 - 16:00,DHL,Pending,Event_L3JET,37.34
KB02C2TRUR,802TG4QG,Air,"29VJY0MW5T Street, City, Country",H17F7@example.com,2023-12-15,462.41,Product_OXI6L,In Transit,959.35,www.example.com/E9O2F,WIJUGLUQ,Not Returned,2023-12-10,9:00 - 14:00,FedEx,Cleared,Event_ZIJYM,10.33
XWNFJBLOAC,GAXZOW4S,Sea,"MB8RY75XD5 Street, City, Country",WAOYQ@example.com,2023-12-10,342.83,Product_0CPZH,Shipped,487.05,www.example.com/S1FZ6,FYAVQ1DJ,Returned,2023-12-10,8:00 - 13:00,FedEx,Cleared,Event_X79M3,33.71
GNMNRIMADE,8D26WXDQ,Sea,"BMRDHT18HY Street, City, Country",H6DFL@example.com,2023-12-15,122.89,Product_NY2UA,Shipped,884.99,www.example.com/09XZW,9Y0N3COT,Returned,2023-12-15,8:00 - 15:00,UPS,Cleared,Event_JBZ3G,15.66
HZDT4TYU3B,AI2E8EB4,Land,"7M1N3DB5PC Street, City, Country",2GG1S@example.com,2023-12-20,199.22,Product_PWYGY,Shipped,304.75,www.example.com/IV3HF,C82FK08E,Not Returned,2023-12-10,12:00 - 14:00,FedEx,Pending,Event_IGLG5,26.17
WHW8HDDD0J,IYMAU6RJ,Land,"DDRRL6K6ZO Street, City, Country",1QFWY@example.com,2023-12-20,234.17,Product_TKX7H,In Transit,853.87,www.example.com/OP6N2,EGNTFE3U,Returned,2023-12-10,11:00 - 15:00,DHL,Pending,Event_E3FOL,23.62
DIDU356X02,MVSHK0R3,Land,"AJJ9OUWDRQ Street, City, Country",QOMEX@example.com,2023-12-15,477.13,Product_ZJKXX,In Transit,456.47,www.example.com/GIYHB,NKL6UVWW,Returned,2023-12-20,8:00 - 13:00,UPS,Pending,Event_7S6JP,43.84
