Order ID,Order Date,Customer Name,Order Status,Delivery Date,Shipment Mode,Order Value,Product Description,Project Code,Tracking ID,Shipping Address,Payment Status,Order Total,Order Priority,Customer Rating,Product ID,Shipping Cost,Payment Method,Billing Address,Estimated Delivery Date,Tracking Status
ADU7PYCSHV,2023-12-01,Customer_2C4BP,Delivered,2023-12-10,Air,124.19,Product_SY5LW,T1YUA,P947GOVP,"K0CGFHF3I9 Street, City, Country",Paid,782.77,Low,5,C2JDBT5B,13.85,Credit Card,"EJ2PT2SQFA Street, City, Country",2023-12-10,Out for Delivery
6VLBVRN12U,2023-12-15,Customer_3MZPH,Delivered,2023-12-15,Sea,332.31,Product_CEUCO,KM7YJ,ZJ4P4G46,"646D5O710V Street, City, Country",Unpaid,294.08,Medium,5,RWYEQYAX,7.41,PayPal,"YSJ1MHQ0XU Street, City, Country",2023-12-20,Out for Delivery
QZY4M96CVX,2023-12-15,Customer_VFMDJ,Shipped,2023-12-10,Sea,371.49,Product_A507Q,HD3CS,EGPFSU7U,"D94VKNVEDS Street, City, Country",Unpaid,589.44,Medium,3,WX7JN0QB,32.44,Credit Card,"10TZ4DGM88 Street, City, Country",2023-12-15,Out for Delivery
G1HD7OI3A6,2023-12-01,Customer_14Z2A,Delivered,2023-12-20,Land,217.65,Product_Q3NIN,77WJV,U3AM7GAJ,"W91O6PXVUY Street, City, Country",Unpaid,869.53,High,3,2WWZXXN0,42.36,Bank Transfer,"37HFKCZ75G Street, City, Country",2023-12-20,Out for Delivery
85613PJTAC,2023-12-10,Customer_9FAVK,Delivered,2023-12-15,Air,405.38,Product_6CN36,ZSVF7,S182SQ20,"TDECLWMU05 Street, City, Country",Paid,76.28,Medium,2,1FTVPIMW,42.48,Credit Card,"R60G7SHRBB Street, City, Country",2023-12-15,In Transit
1WZ0N55RM9,2023-12-15,Customer_LUMSP,Shipped,2023-12-10,Air,292.34,Product_OXSP9,S8YH0,COG6WDHK,"J6NA0EX5MC Street, City, Country",Paid,552.84,Low,5,11TSMZBF,7.68,Bank Transfer,"28WYL6I13Z Street, City, Country",2023-12-10,Delivered
CT20VBYRK4,2023-12-01,Customer_MKUQP,Processing,2023-12-10,Sea,218.03,Product_JQIEU,FPPS1,LFZWENYH,"4SOSKFNIEV Street, City, Country",Unpaid,833.12,High,3,RW2S6M5X,13.36,Credit Card,"5JD5CMIZFN Street, City, Country",2023-12-10,In Transit
LQIZU9AC5G,2023-12-01,Customer_YP69P,Delivered,2023-12-10,Air,59.38,Product_ZO2W7,AMN1X,7CGM8H13,"R25FVGFU9Y Street, City, Country",Unpaid,414.82,Medium,1,20LBSOYV,48.97,Credit Card,"EZLFYV9RT7 Street, City, Country",2023-12-15,In Transit
UC9SL7TKB9,2023-12-15,Customer_9D0GO,Delivered,2023-12-20,Land,407.99,Product_TGM9N,EJIDL,7OC7H7FQ,"80LBX6KMQ0 Street, City, Country",Unpaid,664.68,Medium,1,IMUDZWX9,10.4,Bank Transfer,"M6LO3XB9NK Street, City, Country",2023-12-15,Delivered
K5ESNAT84S,2023-12-01,Customer_H73WW,Shipped,2023-12-10,Sea,96.23,Product_DZ94N,ZVGVN,EJVLZNI2,"9JYNT329PM Street, City, Country",Unpaid,853.21,High,3,6JW9VL28,35.42,Credit Card,"B1A4V3SFA8 Street, City, Country",2023-12-20,Delivered
WGRWBUMVTR,2023-12-01,Customer_K784A,Shipped,2023-12-10,Sea,53.21,Product_B6DNE,DA2G6,8STFC5CF,"9R8V8JHT9S Street, City, Country",Paid,150.58,Low,2,9CAVA0DF,43.16,PayPal,"6T6U94EDU5 Street, City, Country",2023-12-15,In Transit
OD92EMA1AC,2023-12-15,Customer_44PXX,Processing,2023-12-10,Air,423.28,Product_O2SN6,TB8OV,7WZIK00K,"CD18HYNQEW Street, City, Country",Paid,446.41,Low,1,72MNCWDJ,17.52,PayPal,"9LTMV8KBH8 Street, City, Country",2023-12-15,In Transit
HXKPL733SY,2023-12-10,Customer_0I4QZ,Shipped,2023-12-10,Land,71.99,Product_2YQW6,PVGI4,BY8RNYCW,"CJ8QNFS804 Street, City, Country",Paid,198.99,Low,4,CSVD43GJ,40.66,Bank Transfer,"RVUZHHWEWM Street, City, Country",2023-12-20,In Transit
81WM83PBSA,2023-12-10,Customer_QM313,Shipped,2023-12-10,Land,417.01,Product_Z4Z7N,TQCC6,P6U0BICO,"L1YHV2WYNN Street, City, Country",Unpaid,486.28,Medium,4,84TD9Y98,28.31,PayPal,"FT1UHIYKQV Street, City, Country",2023-12-15,Delivered
7W51C037RQ,2023-12-15,Customer_UKQ1T,Delivered,2023-12-20,Land,80.31,Product_FTM2O,BGOY0,S3OQ40Y0,"AHBK10BB4R Street, City, Country",Paid,87.87,High,1,RV7E0Y3H,29.4,PayPal,"0CYTN6OWXL Street, City, Country",2023-12-20,Out for Delivery
31BXE5XMRT,2023-12-10,Customer_D6EMD,Processing,2023-12-20,Land,229.58,Product_239EA,Y5PDA,LAOPUYDI,"BBL4JT2RPH Street, City, Country",Paid,109.36,Medium,2,CU8125Y6,29.56,Bank Transfer,"LIR736TE7U Street, City, Country",2023-12-10,Out for Delivery
G3R25WAHU2,2023-12-15,Customer_BZ8F4,Shipped,2023-12-10,Land,186.92,Product_Z4225,H2XVL,8U2UJNIA,"0A4YLNSYSI Street, City, Country",Unpaid,149.18,High,3,JNTL97JO,28.45,Credit Card,"IKFUYSI3SM Street, City, Country",2023-12-15,Out for Delivery
QGPMUTJUTE,2023-12-15,Customer_S91HJ,Delivered,2023-12-15,Land,270.51,Product_Z2MPD,DRDIP,06QBLGA7,"WECIK41JRS Street, City, Country",Unpaid,350.9,High,4,AQXCRGOP,21.7,Credit Card,"V4IY6FHLO6 Street, City, Country",2023-12-20,In Transit
9G706DM4F3,2023-12-15,Customer_HJMQU,Delivered,2023-12-20,Sea,331.33,Product_VYHZP,3D15D,AI7OO748,"9BQ3050ZXE Street, City, Country",Paid,387.03,Medium,1,J3JMLZEX,26.9,PayPal,"QP60TQY5Y7 Street, City, Country",2023-12-20,In Transit
6YJ8DFQ3RG,2023-12-01,Customer_D3A1D,Shipped,2023-12-15,Sea,328.27,Product_3R6OQ,GD6G7,CRLPS2S2,"7XOPVMWW3Z Street, City, Country",Unpaid,225.82,Low,2,IBG68FLJ,33.4,Credit Card,"BAW79RO4DX Street, City, Country",2023-12-15,Out for Delivery
NQWHK0Y97C,2023-12-10,Customer_FJG7T,Delivered,2023-12-10,Sea,291.03,Product_UZMWG,N52PV,IK41VE0C,"7OAY1SS6AZ Street, City, Country",Unpaid,179.33,Low,3,BF2IHACX,8.12,PayPal,"TY0ERJDE2O Street, City, Country",2023-12-20,In Transit
EU4JBGZZI4,2023-12-01,Customer_PR3HB,Processing,2023-12-10,Land,291.33,Product_5SHXO,3T1SQ,KZ4EDREL,"KWHQD6YPTV Street, City, Country",Paid,74.45,Low,3,UC9Q02DU,11.81,Bank Transfer,"H175NQDE5T Street, City, Country",2023-12-20,Out for Delivery
BAT6TM1LSK,2023-12-01,Customer_QCQJ3,Shipped,2023-12-20,Air,478.75,Product_J640B,G6T82,ODAODAQZ,"HSIYFBNA7C Street, City, Country",Unpaid,257.72,Medium,2,U8GFQ6S6,35.95,Credit Card,"S43UD9MSM1 Street, City, Country",2023-12-20,In Transit
EXFK24U8OE,2023-12-10,Customer_G17PJ,Processing,2023-12-15,Air,432.83,Product_M9GKF,3S5MD,073RADBH,"2PC5YDI5XC Street, City, Country",Unpaid,757.42,High,4,E2PIJT65,42.43,Bank Transfer,"O9HNWIYSK1 Street, City, Country",2023-12-15,Out for Delivery
XDTUZML6N6,2023-12-01,Customer_TI0D6,Processing,2023-12-15,Air,384.55,Product_9AW1M,R29CJ,GSW4SXW4,"QLQO8K6E7K Street, City, Country",Paid,669.06,Medium,2,C0HIUY7A,7.36,Credit Card,"PCVB3NLGS2 Street, City, Country",2023-12-15,Out for Delivery
XTF8W08DNZ,2023-12-10,Customer_FMG0X,Shipped,2023-12-15,Sea,155.8,Product_TUA5P,J5XJA,ZIJKVYQW,"ZMOX1AKXJH Street, City, Country",Unpaid,543.74,Low,4,46D6VQLI,22.08,Credit Card,"CNI0TXXAJ4 Street, City, Country",2023-12-20,Delivered
8XHQ30W96O,2023-12-15,Customer_D65MA,Delivered,2023-12-15,Land,109.33,Product_O7NUJ,FFHXL,TZ40HA8A,"VC6J0EDBL2 Street, City, Country",Paid,300.16,Low,3,ASLI167C,44.3,PayPal,"3FUHR5IE9E Street, City, Country",2023-12-15,Delivered
ZINPSZOG9D,2023-12-10,Customer_NPQ0P,Processing,2023-12-10,Sea,187.49,Product_S7B1W,YNSFT,C3U925T9,"USBTEIR9JF Street, City, Country",Paid,584.14,High,1,5ID154VW,35.11,Credit Card,"N8B952QJQE Street, City, Country",2023-12-15,In Transit
NH6I8XSIN1,2023-12-15,Customer_V3XT5,Shipped,2023-12-15,Land,350.98,Product_A1SNQ,XTKVI,FWHGX1FD,"AGGEQ54KOO Street, City, Country",Paid,852.38,Low,1,6RBU9DXO,48.07,PayPal,"WONY6WXD31 Street, City, Country",2023-12-15,Out for Delivery
V6M3NQ7J24,2023-12-01,Customer_5UGD1,Processing,2023-12-10,Sea,494.08,Product_0DMG4,8KPPH,M331ARCP,"SB5IT6JQS8 Street, City, Country",Unpaid,121.6,High,5,L31T9QRF,40.05,Bank Transfer,"UDK77N0AF4 Street, City, Country",2023-12-20,Out for Delivery
8OMEDB8OMP,2023-12-15,Customer_K9SK6,Delivered,2023-12-15,Air,28.5,Product_Z0Q9G,OQO6N,USFIXKFE,"52RDARW9N5 Street, City, Country",Paid,988.27,Medium,1,SGG8G3DV,24.71,PayPal,"OS7TGIA8RA Street, City, Country",2023-12-15,In Transit
SBZVVMAZ5R,2023-12-01,Customer_SC3QR,Shipped,2023-12-10,Air,247.41,Product_UXKYG,Q599W,NCCN4PEP,"WRCVN6MA0O Street, City, Country",Unpaid,863.85,Medium,4,8WDFKBFZ,30.54,Bank Transfer,"G0E3YL03ZQ Street, City, Country",2023-12-20,In Transit
VFX7NR8ESQ,2023-12-10,Customer_3PTSP,Processing,2023-12-10,Air,139.62,Product_V2858,NZC2V,ZUKUOHYV,"UVMJ5Z7K2V Street, City, Country",Unpaid,131.37,Medium,5,OC6NK7F9,14.72,Bank Transfer,"Z3QXSXSR39 Street, City, Country",2023-12-10,Delivered
GKFZXFT169,2023-12-15,Customer_Q5URE,Processing,2023-12-10,Land,96.74,Product_8EGVG,QGXQI,TLQEDX5V,"WGXCNH10RQ Street, City, Country",Paid,318.95,High,4,S0BN50NZ,7.97,Bank Transfer,"V41GLJ9XZN Street, City, Country",2023-12-15,In Transit
KDDL9ZZXRE,2023-12-15,Customer_3TYDD,Processing,2023-12-15,Air,274.53,Product_EGLL3,BPSVD,T1ZYTJ2T,"5ZF7G4NY68 Street, City, Country",Unpaid,441.38,High,4,9CX90UA2,14.21,Bank Transfer,"U8SHMCXRL1 Street, City, Country",2023-12-15,Out for Delivery
7O52G7DD0N,2023-12-01,Customer_MJN13,Delivered,2023-12-20,Land,290.99,Product_DV7M6,WVEOT,YQREBOGU,"XSRKFA6NY7 Street, City, Country",Unpaid,358.45,Medium,3,018YNZJD,5.58,Credit Card,"HN53HA2GGN Street, City, Country",2023-12-15,Out for Delivery
DWU579EJCR,2023-12-01,Customer_VWE4Y,Shipped,2023-12-10,Air,373.13,Product_28JDZ,OF1Z0,Z8K074PR,"7ZFTY45F6F Street, City, Country",Unpaid,581.36,Medium,1,GAU6GJ1U,22.42,Bank Transfer,"HNWMCASLIA Street, City, Country",2023-12-20,In Transit
JRVHLMWYZP,2023-12-15,Customer_9D5IN,Shipped,2023-12-20,Air,29.72,Product_2RTSH,XH1M3,VTKCO7TC,"GGCZJLJ9DG Street, City, Country",Paid,981.37,Low,4,TY3O9W9K,15.21,Bank Transfer,"LG5V7WTR1D Street, City, Country",2023-12-15,Out for Delivery
VVQWUATDP0,2023-12-01,Customer_TTXTW,Shipped,2023-12-20,Air,427.93,Product_48KRR,4I5O2,FZSLQURX,"Z1JGHYEY2L Street, City, Country",Unpaid,83.28,Low,4,WJWVBVHG,29.85,Bank Transfer,"M7BN897RXX Street, City, Country",2023-12-10,Delivered
GY2HDET4OX,2023-12-01,Customer_AEESV,Shipped,2023-12-10,Air,266.74,Product_FEAG9,N1HNM,U6M53WI9,"8JELQRN9TF Street, City, Country",Paid,597.51,High,4,0MOUT388,21.54,Bank Transfer,"4XXBL2P5OP Street, City, Country",2023-12-10,In Transit
GFQUG3JBEW,2023-12-15,Customer_5E8G4,Shipped,2023-12-20,Land,270.23,Product_4S458,7G7LV,Q0CWDHIE,"QKET2F8JHF Street, City, Country",Unpaid,734.67,Low,4,3JF02RX8,40.2,Credit Card,"C6JKJBT91Z Street, City, Country",2023-12-10,Out for Delivery
R5JB0DO0R8,2023-12-01,Customer_XUMW4,Shipped,2023-12-10,Land,170.65,Product_575IV,Y0R8G,7QJXQY64,"ICJGGBRI6Q Street, City, Country",Unpaid,247.66,High,3,6ICMDGZZ,32.32,PayPal,"TY7OHIHLV6 Street, City, Country",2023-12-10,In Transit
BC9Z2Q4683,2023-12-15,Customer_EU03V,Processing,2023-12-15,Air,97.08,Product_SF1FQ,F4TA3,66WG1D0D,"5J62XLDC2O Street, City, Country",Unpaid,646.44,Low,3,DLH39RDP,8.87,Credit Card,"FVLOOTANY3 Street, City, Country",2023-12-20,Delivered
L84NHWD4ZZ,2023-12-01,Customer_DDBHL,Delivered,2023-12-10,Land,97.57,Product_3H4CH,AL5MB,ZQ1JJLSD,"ZMDWLZYIMY Street, City, Country",Paid,709.09,Medium,2,R1YZFMC2,39.17,Credit Card,"TW094422KT Street, City, Country",2023-12-10,Delivered
5C2LJI0UKC,2023-12-01,Customer_J5IMT,Delivered,2023-12-15,Sea,372.89,Product_S74HN,G0WWH,O1WKWBPN,"SQ0QTQOSMB Street, City, Country",Paid,954.72,Low,1,J3USWUVL,31.9,Bank Transfer,"0S8ZB89NWQ Street, City, Country",2023-12-20,Out for Delivery
YBS0JVGPQ2,2023-12-01,Customer_GYLTI,Shipped,2023-12-20,Sea,419.87,Product_QJ3QJ,4G83J,9JHFUUDY,"HFTWPJR4JM Street, City, Country",Paid,194.35,High,4,MDCSZ469,47.17,PayPal,"929KT1D14S Street, City, Country",2023-12-15,Delivered
0PUHJHD0U1,2023-12-01,Customer_87O3H,Shipped,2023-12-20,Air,110.2,Product_G8CG2,P8KLX,YVUN092Z,"84PZKBQ6Q2 Street, City, Country",Paid,688.4,Low,1,9X7OQ2EC,42.84,Credit Card,"KQSZ3LFH4C Street, City, Country",2023-12-20,Delivered
EBO966764F,2023-12-10,Customer_IDF7U,Processing,2023-12-10,Sea,206.31,Product_GEKCH,38T6F,JFWXMYWM,"VMCUI46RM5 Street, City, Country",Unpaid,391.62,High,3,4DWIS5XN,39.87,Credit Card,"WB8C2TOJS8 Street, City, Country",2023-12-20,Out for Delivery
QIERK7C7I4,2023-12-15,Customer_F77HF,Shipped,2023-12-15,Air,186.03,Product_4VCZB,EI12K,XGCWL1BX,"WO8F6IM8GV Street, City, Country",Paid,842.78,Low,4,U6BCO4FF,41.76,Credit Card,"QW82HZNPQZ Street, City, Country",2023-12-15,In Transit
8SANJUMLRK,2023-12-10,Customer_NDN3Y,Processing,2023-12-10,Sea,224.29,Product_UBU05,MXHR7,BDIWNYBC,"M7SNLADK6N Street, City, Country",Unpaid,650.75,Medium,2,LIV37HB0,29.32,PayPal,"VJQK2X6PO5 Street, City, Country",2023-12-15,In Transit
W5YGVNURI9,2023-12-01,Customer_D8UYG,Delivered,2023-12-10,Air,99.01,Product_P82DX,UFHPL,XX4K2IU5,"JPA3DJ8O8N Street, City, Country",Paid,805.5,Medium,5,PHAHR5J0,34.66,PayPal,"XXY32W1Q8I Street, City, Country",2023-12-10,Out for Delivery
XRXCCW6SV1,2023-12-10,Customer_QEM0D,Shipped,2023-12-10,Air,98.68,Product_94K9J,1NVYF,FYY2MQIK,"B1X10TKDCM Street, City, Country",Unpaid,670.42,Low,5,SVX7F4XG,17.44,Bank Transfer,"NLTG7JZGYG Street, City, Country",2023-12-15,Out for Delivery
J012M90WI4,2023-12-15,Customer_K9ENF,Delivered,2023-12-10,Sea,237.08,Product_3MUM1,NQLDY,OB7GCX5Z,"SDGKX7PFR1 Street, City, Country",Unpaid,327.04,Medium,2,CUKF9DQ3,18.67,PayPal,"1AQ1YB3G3P Street, City, Country",2023-12-10,Delivered
GAAOKQJTDL,2023-12-15,Customer_6COP9,Processing,2023-12-15,Air,251.35,Product_SDS7I,H4E9D,AHJH3B2E,"N495C1K28Q Street, City, Country",Paid,610.59,High,3,MC1QWZHW,7.04,Bank Transfer,"X111S05V4M Street, City, Country",2023-12-15,Delivered
JOMZ1CKPH3,2023-12-10,Customer_DZMIT,Processing,2023-12-10,Land,29.23,Product_ORNEK,72G7K,0OZGHVPR,"24LZELT9IS Street, City, Country",Paid,582.28,High,3,07S5YVT8,19.12,Credit Card,"VYIJPLNBWX Street, City, Country",2023-12-10,Out for Delivery
QAHXO0SHYR,2023-12-10,Customer_KCXW2,Delivered,2023-12-10,Sea,255.32,Product_YWGNZ,VPLJI,VGXSV6J0,"PDMIGMINX2 Street, City, Country",Paid,239.83,Low,5,K19XN41T,23.24,Credit Card,"GEYTEGHER4 Street, City, Country",2023-12-10,Delivered
BDRSI4AVP5,2023-12-01,Customer_SR819,Shipped,2023-12-20,Land,60.27,Product_9IW3X,6OIJG,A195C0ZW,"1LG92QVWMU Street, City, Country",Unpaid,514.49,High,5,IORV0U82,28.34,PayPal,"951OX436P5 Street, City, Country",2023-12-10,In Transit
7CO5Y3ATJZ,2023-12-01,Customer_30H4X,Shipped,2023-12-10,Sea,308.81,Product_MO0QP,G4MCK,XG6DAQHX,"BRNHCPD5IS Street, City, Country",Unpaid,760.05,High,1,IYZ3JAZR,33.54,Credit Card,"LS62OJRV4P Street, City, Country",2023-12-15,Out for Delivery
OI1K7YYXGM,2023-12-15,Customer_LSW3A,Delivered,2023-12-15,Air,285.46,Product_2U441,651QN,BVMLSDBD,"29OC9TCSL8 Street, City, Country",Paid,580.68,Low,3,59O3GS75,6.73,Credit Card,"WT9Z1IUQ28 Street, City, Country",2023-12-10,Out for Delivery
Z6SZ2JTWI4,2023-12-15,Customer_8LT5N,Delivered,2023-12-15,Sea,229.56,Product_XWSOD,JMEOF,O7LKGSFD,"DGGKV6Q6JT Street, City, Country",Paid,519.49,High,1,4J6QQTID,40.2,Bank Transfer,"5I1QI51YTL Street, City, Country",2023-12-15,Delivered
NTWR9CO52M,2023-12-01,Customer_BLX6N,Delivered,2023-12-20,Air,162.97,Product_FO56L,YV1XY,YM8L2W3D,"74D4N5TT2N Street, City, Country",Paid,512.15,Low,5,VQA5GHMR,36.77,PayPal,"QZ43ZVMI1Q Street, City, Country",2023-12-15,In Transit
8A1U7C6FX4,2023-12-15,Customer_XS8U6,Processing,2023-12-20,Land,417.14,Product_5UE1Z,TCBY4,SYQTIPV9,"A7AJ6JGKB1 Street, City, Country",Paid,525.54,Medium,1,NJTK7KHK,30.1,PayPal,"BZVTESHHN9 Street, City, Country",2023-12-20,Out for Delivery
EHU9OXT2XY,2023-12-10,Customer_EXBOO,Shipped,2023-12-10,Air,247.9,Product_H7G54,34S64,CWXZK0W6,"SESOJ3CQCT Street, City, Country",Unpaid,565.76,Medium,4,E909MVFN,34.68,PayPal,"P4053LS0UB Street, City, Country",2023-12-20,Out for Delivery
PTQAVCXIAZ,2023-12-01,Customer_BII91,Shipped,2023-12-15,Air,314.47,Product_AZHP9,SW50S,Y3FKAP19,"BG8MZUA1NS Street, City, Country",Paid,244.45,High,3,T141DJ2R,21.3,Bank Transfer,"908C23GX9H Street, City, Country",2023-12-20,In Transit
W9CT7L69P5,2023-12-10,Customer_5G5XB,Shipped,2023-12-10,Sea,410.69,Product_73J3I,3VA4R,K4BTXBDO,"7SEVFRREES Street, City, Country",Paid,202.07,Medium,2,T7LIEEZS,18.14,PayPal,"MNP5Z2WUPB Street, City, Country",2023-12-20,In Transit
1U5SB62UMM,2023-12-10,Customer_9NGMR,Processing,2023-12-10,Air,335.65,Product_G9DDM,U004P,YHFQ8DJ7,"7LISQXFZZH Street, City, Country",Unpaid,481.47,Medium,1,MTG76DSR,48.1,PayPal,"CQ1MICQ8QA Street, City, Country",2023-12-20,Delivered
04409QMS74,2023-12-10,Customer_J84IX,Processing,2023-12-20,Sea,82.51,Product_DG58E,NPANW,LATEXQVX,"PLOAGIAT9K Street, City, Country",Paid,728.69,Low,1,4MK2L5P1,31.36,Credit Card,"804NVYV53I Street, City, Country",2023-12-15,In Transit
4Y22TPXMXC,2023-12-15,Customer_XT7Y2,Processing,2023-12-15,Sea,489.28,Product_EX6OQ,8FANL,XJJB0VFR,"6D3H38PBBZ Street, City, Country",Paid,133.76,Low,1,N2L33V1R,22.84,Credit Card,"FG434337IK Street, City, Country",2023-12-15,In Transit
CHHD652FBF,2023-12-15,Customer_78IOJ,Processing,2023-12-10,Sea,276.51,Product_JK2KY,P9NDH,LOO017TN,"X2FZDH8O26 Street, City, Country",Unpaid,225.68,Low,2,OOHZTLPJ,19.74,Credit Card,"CGSNSP3G7N Street, City, Country",2023-12-20,In Transit
1DNBYP5NRC,2023-12-15,Customer_6NJWP,Processing,2023-12-10,Land,279.47,Product_AJ1NU,774LH,TXBKLYCO,"G5RISMZSWP Street, City, Country",Paid,290.75,Medium,5,TNNQ2RSN,11.98,PayPal,"SCAOT58EOB Street, City, Country",2023-12-20,Out for Delivery
395EQ5WK23,2023-12-10,Customer_EMJJR,Processing,2023-12-20,Land,454.71,Product_TQHYA,1ATG7,8JGJQQ8D,"51PO217G2L Street, City, Country",Unpaid,976.7,Low,2,QJYLD8AE,10.18,PayPal,"ATWPBFQM2H Street, City, Country",2023-12-10,Out for Delivery
IQWIQ6VS1F,2023-12-10,Customer_1P9IK,Processing,2023-12-15,Land,413.29,Product_CDQW1,PI9R5,5N6MMTF2,"7GP740GU3B Street, City, Country",Paid,558.9,Medium,4,C0MJ4DPL,16.12,PayPal,"VDS23WL7Q1 Street, City, Country",2023-12-10,Delivered
17BG1PDNDT,2023-12-15,Customer_9VW5M,Processing,2023-12-20,Sea,80.31,Product_FFM4H,O7KUV,E48TUZY8,"6HU3RRRIN7 Street, City, Country",Paid,282.36,Low,2,ME00EKYC,40.28,Bank Transfer,"55Z79XEK0I Street, City, Country",2023-12-10,Delivered
BXQ8WDOSOU,2023-12-15,Customer_8QUXB,Delivered,2023-12-20,Land,163.72,Product_P7YKK,PUSD7,ZGHIR0QT,"YVZ4EHH61K Street, City, Country",Paid,309.09,Medium,4,48UU46L0,7.78,Credit Card,"FS7W6NQSNA Street, City, Country",2023-12-10,Out for Delivery
L8WP3AXFKM,2023-12-01,Customer_J6C66,Delivered,2023-12-10,Sea,260.62,Product_ME0K6,MBBWY,D6LKZAXI,"ISN1OOLPH8 Street, City, Country",Paid,536.68,High,1,JYBMDWOD,15.15,PayPal,"5LG3KIQZKZ Street, City, Country",2023-12-20,In Transit
KTU8W9A1WG,2023-12-10,Customer_0W4J8,Processing,2023-12-15,Air,114.48,Product_LEGYU,4MLCS,SHMI8KOE,"F4AKF7EFJR Street, City, Country",Paid,222.16,Medium,1,YYR62NUN,24.73,PayPal,"PFDQB58873 Street, City, Country",2023-12-10,Out for Delivery
ITXD7I60RF,2023-12-01,Customer_LEJUX,Processing,2023-12-15,Land,349.02,Product_NFRR9,6T7RU,AK0XFAT9,"N0JPE1SMI2 Street, City, Country",Paid,518.69,Low,5,VZZ12X4B,15.93,PayPal,"IACDUA3SLV Street, City, Country",2023-12-20,In Transit
QCLBRV7Y6R,2023-12-10,Customer_DT4SB,Processing,2023-12-15,Sea,61.72,Product_B2WT7,W6TME,OLVCNQ30,"MGZIKIA3UM Street, City, Country",Unpaid,319.26,High,4,PJ3G7QX7,7.46,PayPal,"6CEJIBCVPJ Street, City, Country",2023-12-10,In Transit
G0MQ74L1WV,2023-12-10,Customer_J0I5G,Delivered,2023-12-15,Land,108.57,Product_KHFY6,F1M22,UHIXCK4U,"OP1VV5NHUV Street, City, Country",Unpaid,738.37,Low,5,1K590HB7,40.37,Bank Transfer,"B3KBATWUQI Street, City, Country",2023-12-20,Out for Delivery
FXQOCQ6J0U,2023-12-01,Customer_IEISG,Delivered,2023-12-10,Air,350.06,Product_0H84N,40K29,23F2NB4T,"ZEOSADJIIT Street, City, Country",Unpaid,500.79,High,4,OCWQN1MB,32.32,PayPal,"QYPK6V6V0Y Street, City, Country",2023-12-20,Delivered
WXG5FHK592,2023-12-15,Customer_ADIRW,Processing,2023-12-10,Land,438.06,Product_HTBEQ,5C27Z,4HESIX1Q,"1JES51MZ1P Street, City, Country",Unpaid,133.53,High,3,93RHTE5E,22.18,PayPal,"MB93Z4HATJ Street, City, Country",2023-12-20,Delivered
QMBQXJSPH4,2023-12-10,Customer_D3CMO,Delivered,2023-12-15,Sea,99.43,Product_GYB4L,AP5A4,HBU0JSSC,"AYKD4NV8BO Street, City, Country",Paid,935.81,Low,1,4H3K5JYL,6.81,PayPal,"FRFOIEKHWD Street, City, Country",2023-12-10,In Transit
EU08HEOJ6G,2023-12-01,Customer_8ROCI,Shipped,2023-12-15,Land,311.07,Product_XIQ3H,0FYKT,3856CYZT,"G4RR84XWL2 Street, City, Country",Paid,913.28,High,3,IL9S27WW,39.81,PayPal,"AWS6BUDPLH Street, City, Country",2023-12-20,Out for Delivery
2HED2RO0G5,2023-12-10,Customer_S4838,Delivered,2023-12-10,Air,337.67,Product_HGEB2,S7B22,4A68I1QY,"Z49G1RLYGL Street, City, Country",Unpaid,538.67,Low,2,RKXBTZJV,49.74,Bank Transfer,"U6JT9KYF4R Street, City, Country",2023-12-10,Delivered
LKS2Z56W3Z,2023-12-15,Customer_MHII4,Processing,2023-12-20,Sea,449.2,Product_QAX0S,ZV4BE,6HBPPNOL,"DWT6LAVX7P Street, City, Country",Paid,930.41,Low,3,7KXDCNWK,46.27,PayPal,"IVO90211E9 Street, City, Country",2023-12-20,In Transit
OSDNXDQRDV,2023-12-10,Customer_5F5L5,Delivered,2023-12-15,Land,361.48,Product_DDLMP,5WCYB,YULEYO5C,"KN31AINYPT Street, City, Country",Unpaid,246.47,Low,4,8IUP3CLC,46.02,Credit Card,"RXZKAKOBJM Street, City, Country",2023-12-10,Out for Delivery
2MIUFFWHIH,2023-12-10,Customer_0B3F3,Shipped,2023-12-15,Sea,309.74,Product_N4T06,O1QM4,U5MR9EV5,"0WZOAEEGWN Street, City, Country",Paid,150.35,Medium,2,V942LZXW,47.89,Credit Card,"QM5YHHFFEZ Street, City, Country",2023-12-20,In Transit
VBJCJQVR8U,2023-12-15,Customer_DIFES,Processing,2023-12-15,Sea,296.1,Product_9DC60,Q8F0I,J5CI5MB0,"X34D81XQNC Street, City, Country",Unpaid,629.98,Medium,5,US8HIF12,40.32,PayPal,"UBBY737ID4 Street, City, Country",2023-12-10,Out for Delivery
42ZLMYH4DE,2023-12-01,Customer_ML5AC,Delivered,2023-12-20,Air,404.66,Product_VSQPK,PPLZW,R1V7EJAA,"VPLPN8H3UT Street, City, Country",Paid,544.76,Low,5,O85TIGRB,45.8,PayPal,"B1BEBLQ92C Street, City, Country",2023-12-10,Delivered
92ZRAVHMGY,2023-12-15,Customer_73APV,Processing,2023-12-15,Land,336.61,Product_JDD9C,MTWJJ,OPKI6O1E,"ZMOLYOUSHT Street, City, Country",Unpaid,293.69,High,1,67W567SR,25.91,Bank Transfer,"ECXMLPFUB9 Street, City, Country",2023-12-15,Delivered
